date,exercise,weight,reps,sets
2025-05-09,Leg Press,195,10,3
2025-05-09,Smith Machine Calf Raise,130,6,3
2025-05-09,Squat,120,5,4
2025-05-12,Bench Press,110,3,4
2025-05-12,Neutral Grip Lat Pulldown,90,10,3
2025-05-12,Overhead Press,65,5,4
2025-05-12,Rope Pushdown,32.5,12,4
2025-05-12,Weighted Chin-up (added weight),10,7,3
2025-05-14,Barbell Row,87.5,6,3
2025-05-14,Deadlift,160,4,3
2025-05-14,Weighted Dip (added weight),15,7,3
2025-05-16,Leg Extension,85,5,3
2025-05-16,Leg Press,200,10,4
2025-05-16,Squat,120,3,3
2025-05-19,Bench Press,110,3,3
2025-05-19,Neutral Grip Lat Pulldown,90,8,4
2025-05-19,Overhead Press,67.5,5,4
2025-05-19,Weighted Chin-up (added weight),10,4,4
2025-05-21,Weighted Dip (added weight),15,7,4
2025-05-23,Leg Extension,85,8,3
2025-05-23,Leg Press,205,5,3
2025-05-26,Bench Press,105,6,4
2025-05-26,Overhead Press,65,6,3
2025-05-26,Rope Pushdown,32.5,10,3
2025-05-26,Weighted Chin-up (added weight),10,4,4
2025-05-28,Barbell Row,90,6,3
2025-05-28,Deadlift,157.5,3,3
2025-05-28,Weighted Dip (added weight),15,6,4
2025-05-30,Leg Extension,82.5,12,3
2025-05-30,Leg Press,200,10,4
2025-05-30,Smith Machine Calf Raise,130,6,4
2025-05-30,Squat,120,4,4
2025-06-02,Bench Press,107.5,5,3
2025-06-02,Rope Pushdown,32.5,10,4
2025-06-02,Weighted Chin-up (added weight),10,3,4
2025-06-04,Barbell Curl,40,12,4
2025-06-04,Barbell Row,90,3,4
2025-06-04,Deadlift,160,3,3
2025-06-04,Weighted Dip (added weight),15,7,3
2025-06-06,Leg Extension,85,5,4
2025-06-06,Leg Press,200,12,4
2025-06-06,Smith Machine Calf Raise,130,8,3
2025-06-06,Squat,120,5,4
2025-06-09,Bench Press,105,3,4
2025-06-09,Neutral Grip Lat Pulldown,85,6,4
2025-06-09,Overhead Press,67.5,5,4
2025-06-09,Weighted Chin-up (added weight),10,4,3
2025-06-11,Barbell Curl,40,12,4
2025-06-11,Deadlift,157.5,3,4
2025-06-13,Leg Extension,85,5,4
2025-06-13,Leg Press,195,6,3
2025-06-13,Smith Machine Calf Raise,125,6,4
2025-06-16,Bench Press,105,4,4
2025-06-16,Neutral Grip Lat Pulldown,85,12,3
2025-06-16,Overhead Press,65,5,3
2025-06-16,Rope Pushdown,32.5,10,4
2025-06-16,Weighted Chin-up (added weight),10,5,4
2025-06-18,Barbell Curl,40,8,4
2025-06-18,Barbell Row,90,5,4
2025-06-18,Deadlift,160,5,4
2025-06-18,Weighted Dip (added weight),15,4,3
2025-06-20,Leg Extension,82.5,6,3
2025-06-20,Leg Press,200,10,4
2025-06-20,Smith Machine Calf Raise,125,12,3
2025-06-20,Squat,117.5,3,3
2025-06-23,Bench Press,107.5,3,3
2025-06-23,Neutral Grip Lat Pulldown,87.5,8,4
2025-06-23,Overhead Press,65,4,3
2025-06-23,Weighted Chin-up (added weight),10,6,3
2025-06-25,Barbell Curl,40,8,4
2025-06-25,Barbell Row,87.5,3,4
2025-06-25,Deadlift,162.5,5,3
2025-06-25,Weighted Dip (added weight),15,5,4
2025-06-27,Leg Extension,82.5,12,4
2025-06-27,Leg Press,200,10,4
2025-06-27,Smith Machine Calf Raise,125,10,3
2025-06-27,Squat,115,4,4
2025-06-30,Bench Press,97.5,3,4
2025-06-30,Neutral Grip Lat Pulldown,82.5,5,3
2025-06-30,Overhead Press,62.5,6,3
2025-06-30,Rope Pushdown,30,12,3
2025-06-30,Weighted Chin-up (added weight),10,6,4
2025-07-02,Barbell Row,82.5,3,4
2025-07-02,Deadlift,152.5,5,4
2025-07-02,Weighted Dip (added weight),15,3,4
2025-07-04,Leg Extension,77.5,5,4
2025-07-04,Leg Press,180,10,3
2025-07-04,Smith Machine Calf Raise,115,6,3
2025-07-04,Squat,105,3,4
2025-07-07,Bench Press,107.5,6,4
2025-07-07,Neutral Grip Lat Pulldown,85,5,4
2025-07-07,Overhead Press,65,5,4
2025-07-07,Rope Pushdown,32.5,12,3
2025-07-07,Weighted Chin-up (added weight),12.5,6,3
2025-07-09,Barbell Curl,40,8,3
2025-07-09,Barbell Row,87.5,3,4
2025-07-09,Deadlift,157.5,3,3
2025-07-11,Leg Press,195,12,3
2025-07-11,Smith Machine Calf Raise,125,12,3
2025-07-11,Squat,112.5,5,3
2025-07-14,Bench Press,105,5,4
2025-07-14,Overhead Press,67.5,4,4
2025-07-16,Barbell Curl,40,12,3
2025-07-16,Barbell Row,87.5,5,3
2025-07-16,Deadlift,157.5,3,4
2025-07-16,Weighted Dip (added weight),15,3,3
2025-07-18,Leg Extension,85,10,3
2025-07-18,Leg Press,190,12,4
2025-07-18,Smith Machine Calf Raise,130,12,4
2025-07-18,Squat,115,3,3
2025-07-21,Bench Press,110,3,3
2025-07-21,Neutral Grip Lat Pulldown,85,5,4
2025-07-21,Overhead Press,67.5,3,4
2025-07-21,Weighted Chin-up (added weight),10,4,3
2025-07-23,Barbell Curl,40,6,3
2025-07-23,Barbell Row,87.5,4,4
2025-07-23,Weighted Dip (added weight),15,4,4
2025-07-25,Leg Extension,82.5,12,3
2025-07-25,Leg Press,200,10,3
2025-07-25,Smith Machine Calf Raise,125,12,3
2025-07-25,Squat,115,6,4
2025-07-28,Bench Press,105,6,4
2025-07-28,Neutral Grip Lat Pulldown,85,10,3
2025-07-28,Overhead Press,67.5,5,3
2025-07-28,Rope Pushdown,30,12,4
2025-07-30,Barbell Curl,40,6,4
2025-07-30,Barbell Row,87.5,6,3
2025-07-30,Deadlift,160,4,4
2025-07-30,Weighted Dip (added weight),15,4,4
2025-08-01,Leg Extension,85,12,3
2025-08-01,Leg Press,195,8,3
2025-08-01,Smith Machine Calf Raise,130,6,3
2025-08-01,Squat,117.5,6,4
2025-08-04,Bench Press,107.5,4,4
2025-08-04,Overhead Press,65,6,3
2025-08-04,Weighted Chin-up (added weight),12.5,4,3
2025-08-06,Barbell Row,87.5,3,4
2025-08-06,Deadlift,155,6,3
2025-08-06,Weighted Dip (added weight),15,3,4
2025-08-08,Leg Press,195,10,3
2025-08-08,Smith Machine Calf Raise,125,10,3
2025-08-08,Squat,115,3,3
2025-08-11,Bench Press,107.5,6,3
2025-08-11,Overhead Press,65,5,3
2025-08-11,Rope Pushdown,32.5,6,4
2025-08-11,Weighted Chin-up (added weight),12.5,8,3
2025-08-13,Barbell Curl,40,8,4
2025-08-13,Barbell Row,90,3,4
2025-08-13,Weighted Dip (added weight),15,8,3
2025-08-15,Leg Press,200,8,4
2025-08-15,Smith Machine Calf Raise,130,5,3
2025-08-15,Squat,115,6,3
2025-08-18,Bench Press,107.5,3,4
2025-08-18,Neutral Grip Lat Pulldown,87.5,5,3
2025-08-18,Overhead Press,67.5,5,4
2025-08-18,Rope Pushdown,30,6,3
2025-08-18,Weighted Chin-up (added weight),12.5,8,3
2025-08-20,Barbell Curl,40,6,4
2025-08-20,Barbell Row,87.5,3,4
2025-08-20,Deadlift,157.5,4,4
2025-08-20,Weighted Dip (added weight),15,4,4
2025-08-22,Leg Extension,85,12,4
2025-08-22,Leg Press,200,8,4
2025-08-22,Smith Machine Calf Raise,130,8,3
2025-08-22,Squat,115,4,4
2025-08-25,Bench Press,107.5,5,4
2025-08-25,Neutral Grip Lat Pulldown,85,6,3
2025-08-25,Overhead Press,65,5,4
2025-08-25,Rope Pushdown,30,10,3
2025-08-25,Weighted Chin-up (added weight),12.5,4,4
2025-08-27,Barbell Curl,40,12,3
2025-08-27,Barbell Row,92.5,4,4
2025-08-27,Deadlift,160,4,3
2025-08-27,Weighted Dip (added weight),15,7,4
2025-08-29,Leg Extension,87.5,12,4
2025-08-29,Smith Machine Calf Raise,130,8,3
2025-09-01,Bench Press,110,6,4
2025-09-01,Neutral Grip Lat Pulldown,87.5,8,3
2025-09-01,Overhead Press,67.5,3,3
2025-09-01,Rope Pushdown,32.5,8,3
2025-09-01,Weighted Chin-up (added weight),12.5,3,4
2025-09-03,Barbell Curl,40,6,4
2025-09-03,Barbell Row,90,3,4
2025-09-03,Weighted Dip (added weight),17.5,7,4
2025-09-05,Leg Extension,85,12,3
2025-09-05,Leg Press,195,8,4
2025-09-05,Smith Machine Calf Raise,135,10,4
2025-09-05,Squat,120,6,4
2025-09-08,Bench Press,112.5,6,4
2025-09-08,Neutral Grip Lat Pulldown,90,10,3
2025-09-08,Overhead Press,67.5,3,3
2025-09-08,Rope Pushdown,32.5,10,4
2025-09-08,Weighted Chin-up (added weight),12.5,7,4
2025-09-10,Barbell Curl,42.5,12,4
2025-09-10,Barbell Row,90,6,3
2025-09-10,Deadlift,165,4,3
2025-09-12,Leg Extension,87.5,10,3
2025-09-12,Leg Press,205,10,3
2025-09-12,Smith Machine Calf Raise,135,6,3
2025-09-12,Squat,122.5,4,4
2025-09-15,Bench Press,110,3,4
2025-09-15,Overhead Press,67.5,5,4
2025-09-15,Rope Pushdown,32.5,6,4
2025-09-17,Barbell Curl,42.5,10,3
2025-09-17,Deadlift,162.5,5,4
2025-09-17,Weighted Dip (added weight),15,5,4
2025-09-19,Leg Extension,90,8,4
2025-09-19,Leg Press,200,5,3
2025-09-19,Smith Machine Calf Raise,135,5,4
2025-09-19,Squat,120,3,3
2025-09-22,Bench Press,100,5,4
2025-09-22,Neutral Grip Lat Pulldown,85,5,3
2025-09-22,Overhead Press,65,4,3
2025-09-22,Weighted Chin-up (added weight),12.5,4,3
2025-09-24,Barbell Curl,40,8,4
2025-09-24,Barbell Row,87.5,5,3
2025-09-24,Deadlift,155,5,3
2025-09-24,Weighted Dip (added weight),15,3,3
2025-09-26,Leg Extension,82.5,5,3
2025-09-26,Leg Press,195,5,3
2025-09-26,Smith Machine Calf Raise,125,12,3
2025-09-26,Squat,110,3,4
2025-09-29,Bench Press,115,3,3
2025-09-29,Neutral Grip Lat Pulldown,92.5,6,4
2025-09-29,Overhead Press,67.5,3,3
2025-09-29,Rope Pushdown,32.5,10,4
2025-10-01,Barbell Row,95,3,3
2025-10-01,Deadlift,170,4,3
2025-10-01,Weighted Dip (added weight),17.5,4,3
2025-10-03,Leg Press,205,5,3
2025-10-03,Squat,120,6,4
2025-10-06,Bench Press,112.5,6,3
2025-10-06,Neutral Grip Lat Pulldown,87.5,8,4
2025-10-06,Overhead Press,70,6,3
2025-10-06,Rope Pushdown,32.5,10,4
2025-10-06,Weighted Chin-up (added weight),12.5,5,4
2025-10-08,Deadlift,167.5,6,3
2025-10-10,Leg Extension,90,5,3
2025-10-10,Leg Press,205,10,3
2025-10-10,Smith Machine Calf Raise,135,12,3
2025-10-13,Bench Press,115,4,3
2025-10-13,Neutral Grip Lat Pulldown,92.5,12,4
2025-10-13,Overhead Press,70,4,4
2025-10-13,Weighted Chin-up (added weight),12.5,8,4
2025-10-15,Barbell Curl,42.5,12,3
2025-10-15,Weighted Dip (added weight),17.5,6,4
2025-10-17,Leg Extension,92.5,10,4
2025-10-17,Leg Press,210,5,4
2025-10-17,Smith Machine Calf Raise,135,5,3
2025-10-17,Squat,122.5,4,3
2025-10-20,Bench Press,115,6,4
2025-10-20,Overhead Press,72.5,6,4
2025-10-20,Rope Pushdown,32.5,6,4
2025-10-20,Weighted Chin-up (added weight),12.5,7,3
2025-10-22,Barbell Curl,42.5,12,4
2025-10-22,Barbell Row,92.5,5,3
2025-10-22,Deadlift,175,6,4
2025-10-22,Weighted Dip (added weight),17.5,8,4
2025-10-24,Leg Extension,90,5,3
2025-10-24,Leg Press,210,10,4
2025-10-24,Smith Machine Calf Raise,135,8,4
2025-10-24,Squat,127.5,3,4
2025-10-27,Bench Press,115,5,4
2025-10-27,Neutral Grip Lat Pulldown,92.5,5,4
2025-10-27,Overhead Press,70,5,4
2025-10-27,Rope Pushdown,32.5,10,3
2025-10-27,Weighted Chin-up (added weight),12.5,4,3
2025-10-29,Barbell Row,95,3,4
2025-10-29,Deadlift,175,6,4
2025-10-29,Weighted Dip (added weight),17.5,7,3
2025-10-31,Leg Extension,90,10,3
2025-10-31,Leg Press,215,8,3
2025-10-31,Smith Machine Calf Raise,140,5,3
2025-10-31,Squat,125,5,4
2025-11-03,Bench Press,112.5,6,3
2025-11-03,Neutral Grip Lat Pulldown,92.5,5,4
2025-11-03,Overhead Press,72.5,3,4
2025-11-03,Rope Pushdown,32.5,10,3
2025-11-03,Weighted Chin-up (added weight),12.5,7,4
2025-11-05,Barbell Curl,45,12,4
2025-11-05,Deadlift,170,6,3
2025-11-05,Weighted Dip (added weight),17.5,4,4
2025-11-07,Leg Extension,90,6,3
2025-11-07,Leg Press,215,10,3
2025-11-07,Smith Machine Calf Raise,140,8,4
2025-11-10,Bench Press,117.5,3,3
2025-11-10,Neutral Grip Lat Pulldown,92.5,6,4
2025-11-10,Overhead Press,70,5,3
2025-11-10,Rope Pushdown,35,12,4
2025-11-10,Weighted Chin-up (added weight),12.5,6,3
2025-11-11,Weighted Dip (added weight),20,7,3
2025-11-12,Barbell Row,95,5,3
2025-11-12,Deadlift,170,4,4
2025-11-12,Weighted Dip (added weight),17.5,8,4
2025-11-14,Neutral Grip Lat Pulldown,95,5,3
2025-11-14,Smith Machine Calf Raise,140,5,4
2025-11-14,Squat,127.5,5,4
2025-11-17,Bench Press,117.5,4,3
2025-11-17,Overhead Press,72.5,3,4
2025-11-17,Rope Pushdown,35,12,3
2025-11-17,Weighted Chin-up (added weight),15,3,3
2025-11-19,Barbell Curl,42.5,6,4
2025-11-19,Barbell Row,95,4,4
2025-11-19,Weighted Dip (added weight),17.5,7,3
2025-11-21,Smith Machine Calf Raise,140,8,3
2025-11-21,Squat,127.5,4,4
2025-11-24,Bench Press,120,3,3
2025-11-24,Overhead Press,72.5,4,4
2025-11-24,Weighted Chin-up (added weight),12.5,8,4
2025-11-26,Barbell Curl,45,12,4
2025-11-26,Barbell Row,100,5,4
2025-11-26,Bench Press,120,1,1
2025-11-26,Deadlift,172.5,6,4
2025-11-26,Weighted Dip (added weight),17.5,4,4
2025-11-28,Leg Press,215,5,4
2025-12-01,Bench Press,117.5,5,4
2025-12-01,Neutral Grip Lat Pulldown,92.5,5,3
2025-12-01,Overhead Press,75,5,3
2025-12-01,Rope Pushdown,35,8,3
2025-12-01,Weighted Chin-up (added weight),12.5,7,4
2025-12-03,Barbell Curl,45,8,4
2025-12-03,Barbell Row,97.5,4,4
2025-12-03,Deadlift,175,3,3
2025-12-05,Leg Press,215,10,4
2025-12-05,Squat,127.5,5,3
2025-12-08,Bench Press,120,4,3
2025-12-08,Neutral Grip Lat Pulldown,92.5,8,3
2025-12-08,Rope Pushdown,35,6,3
2025-12-08,Weighted Chin-up (added weight),12.5,4,3
2025-12-10,Barbell Curl,45,10,3
2025-12-10,Barbell Row,97.5,5,4
2025-12-10,Bench Press,100,7,3
2025-12-10,Deadlift,175,6,4
2025-12-10,Weighted Dip (added weight),17.5,6,3
2025-12-12,Leg Extension,92.5,5,3
2025-12-12,Leg Press,215,6,4
2025-12-12,Smith Machine Calf Raise,145,10,3
2025-12-12,Squat,127.5,2,2
2025-12-15,Bench Press,110,5,3
2025-12-15,Overhead Press,67.5,4,4
2025-12-17,Barbell Curl,42.5,6,3
2025-12-17,Barbell Row,92.5,2,3
2025-12-17,Weighted Dip (added weight),17.5,6,4
2025-12-19,Leg Extension,85,6,4
2025-12-19,Leg Press,205,10,3
2025-12-19,Squat,120,6,3
2025-12-22,Bench Press,117.5,5,4
2025-12-22,Neutral Grip Lat Pulldown,95,6,4
2025-12-22,Overhead Press,75,5,4
2025-12-22,Rope Pushdown,32.5,8,3
2025-12-24,Barbell Curl,42.5,12,4
2025-12-24,Deadlift,172.5,6,3
2025-12-26,Leg Extension,95,12,3
2025-12-26,Leg Press,220,6,3
2025-12-26,Smith Machine Calf Raise,145,12,3
2025-12-26,Squat,130,3,4
2025-12-29,Bench Press,115,3,4
2025-12-29,Neutral Grip Lat Pulldown,92.5,10,4
2025-12-29,Overhead Press,72.5,6,4
2025-12-29,Rope Pushdown,35,6,4
2025-12-29,Weighted Chin-up (added weight),15,5,3
2025-12-31,Barbell Row,100,4,3
2026-01-02,Leg Extension,90,10,4
2026-01-02,Leg Press,210,10,3
2026-01-02,Smith Machine Calf Raise,140,6,3
2026-01-02,Squat,130,6,3
2026-01-05,Bench Press,117.5,5,3
2026-01-05,Neutral Grip Lat Pulldown,92.5,8,3
2026-01-05,Overhead Press,72.5,4,4
2026-01-05,Rope Pushdown,35,6,4
2026-01-05,Weighted Chin-up (added weight),12.5,5,4
2026-01-07,Barbell Curl,42.5,10,3
2026-01-07,Barbell Row,97.5,6,3
2026-01-07,Weighted Dip (added weight),17.5,6,4
2026-01-09,Leg Extension,92.5,8,4
2026-01-09,Leg Press,215,10,3
2026-01-09,Smith Machine Calf Raise,135,12,3
2026-01-09,Squat,125,1,1
2026-01-12,Bench Press,117.5,1,2
2026-01-12,Neutral Grip Lat Pulldown,95,8,3
2026-01-12,Overhead Press,72.5,5,4
2026-01-12,Rope Pushdown,32.5,10,3
2026-01-14,Barbell Row,97.5,6,4
2026-01-14,Deadlift,170,3,3
2026-01-14,Weighted Dip (added weight),17.5,5,4
2026-01-16,Leg Extension,92.5,6,4
2026-01-16,Squat,125,3,3
2026-01-19,Bench Press,117.5,2,1
2026-01-19,Overhead Press,70,1,3
2026-01-19,Rope Pushdown,32.5,12,3
2026-01-19,Weighted Chin-up (added weight),15,6,3
2026-01-21,Barbell Curl,42.5,6,4
2026-01-21,Barbell Row,97.5,5,3
2026-01-21,Deadlift,170,6,4
2026-01-21,Weighted Dip (added weight),17.5,7,4
2026-01-23,Leg Extension,90,8,3
2026-01-23,Leg Press,215,8,4
2026-01-23,Smith Machine Calf Raise,140,12,3
2026-01-23,Squat,127.5,6,4
2026-01-26,Bench Press,117.5,6,3
2026-01-26,Overhead Press,72.5,6,4
2026-01-28,Barbell Curl,42.5,8,3
2026-01-28,Barbell Row,95,6,4
2026-01-28,Deadlift,172.5,6,3
2026-01-28,Weighted Dip (added weight),17.5,3,3
2026-01-30,Leg Extension,90,10,3
2026-01-30,Smith Machine Calf Raise,135,6,4
2026-02-02,Bench Press,115,3,4
2026-02-02,Neutral Grip Lat Pulldown,92.5,5,3
2026-02-02,Overhead Press,72.5,3,3
2026-02-04,Barbell Row,95,1,2
2026-02-04,Deadlift,177.5,3,1
2026-02-04,Weighted Dip (added weight),17.5,6,4
2026-02-06,Leg Extension,90,5,3
2026-02-06,Squat,127.5,4,3
2026-02-09,Bench Press,115,2,2
2026-02-09,Neutral Grip Lat Pulldown,92.5,6,4
2026-02-09,Overhead Press,72.5,4,3
2026-02-09,Rope Pushdown,32.5,12,4
2026-02-11,Barbell Curl,45,8,3
2026-02-11,Barbell Row,97.5,3,3
2026-02-11,Weighted Dip (added weight),17.5,4,4
2026-02-13,Leg Extension,92.5,8,4
2026-02-13,Smith Machine Calf Raise,140,12,4
2026-02-16,Bench Press,115,5,3
2026-02-16,Overhead Press,72.5,6,4
2026-02-16,Rope Pushdown,32.5,10,3
2026-02-18,Barbell Curl,45,12,3
2026-02-18,Barbell Row,95,5,3
2026-02-18,Deadlift,170,4,4
2026-02-18,Weighted Dip (added weight),17.5,7,4
2026-02-20,Leg Extension,92.5,10,4
2026-02-20,Leg Press,215,5,4
2026-02-20,Squat,127.5,5,3
2026-02-23,Bench Press,117.5,4,4
2026-02-23,Overhead Press,72.5,4,4
2026-02-23,Rope Pushdown,32.5,12,4
2026-02-23,Weighted Chin-up (added weight),12.5,5,3
2026-02-25,Barbell Row,95,6,4
2026-02-25,Deadlift,167.5,6,3
2026-02-25,Weighted Dip (added weight),17.5,6,4
2026-02-27,Leg Extension,90,5,3
2026-02-27,Leg Press,215,12,3
2026-02-27,Squat,122.5,6,4
2026-03-02,Bench Press,117.5,6,3
2026-03-02,Neutral Grip Lat Pulldown,92.5,6,4
2026-03-02,Overhead Press,72.5,1,1
2026-03-02,Rope Pushdown,35,10,3
2026-03-02,Weighted Chin-up (added weight),15,5,4
2026-03-04,Barbell Row,92.5,5,4
2026-03-04,Deadlift,175,3,2
2026-03-06,Leg Extension,92.5,12,4
2026-03-06,Leg Press,215,6,4
2026-03-06,Smith Machine Calf Raise,140,8,3
2026-03-06,Squat,125,4,4
2026-03-09,Bench Press,110,3,3
2026-03-09,Overhead Press,67.5,5,3
2026-03-09,Rope Pushdown,32.5,6,3
2026-03-09,Weighted Chin-up (added weight),12.5,7,3
2026-03-11,Barbell Curl,40,6,4
2026-03-11,Barbell Row,90,6,3
2026-03-11,Deadlift,162.5,5,3
2026-03-13,Leg Press,195,10,3
2026-03-13,Smith Machine Calf Raise,130,5,3
2026-03-16,Bench Press,112.5,3,3
2026-03-16,Neutral Grip Lat Pulldown,90,8,4
2026-03-16,Overhead Press,70,3,2
2026-03-16,Rope Pushdown,35,6,3
2026-03-16,Weighted Chin-up (added weight),15,5,4
2026-03-18,Barbell Curl,42.5,8,3
2026-03-18,Deadlift,175,6,4
2026-03-18,Weighted Dip (added weight),17.5,7,4
2026-03-20,Leg Extension,90,12,3
2026-03-20,Leg Press,210,5,3
2026-03-20,Smith Machine Calf Raise,140,10,4
2026-03-20,Squat,127.5,4,3
2026-03-23,Bench Press,117.5,5,3
2026-03-23,Overhead Press,72.5,5,4
2026-03-23,Rope Pushdown,35,10,3
2026-03-25,Barbell Curl,45,12,4
2026-03-25,Barbell Row,97.5,5,4
2026-03-25,Deadlift,172.5,1,2
2026-03-25,Weighted Dip (added weight),17.5,5,4
2026-03-27,Leg Extension,87.5,6,4
2026-03-27,Leg Press,215,5,4
2026-03-27,Smith Machine Calf Raise,140,10,4
2026-03-27,Squat,127.5,6,4
2026-03-30,Bench Press,117.5,3,3
2026-03-30,Neutral Grip Lat Pulldown,92.5,10,3
2026-03-30,Overhead Press,72.5,3,4
2026-04-01,Barbell Curl,42.5,10,4
2026-04-01,Weighted Dip (added weight),17.5,4,4
2026-04-03,Smith Machine Calf Raise,140,12,3
2026-04-03,Squat,127.5,4,3
2026-04-06,Bench Press,117.5,3,4
2026-04-06,Overhead Press,72.5,4,3
2026-04-06,Weighted Chin-up (added weight),15,4,4
2026-04-08,Barbell Curl,45,6,4
2026-04-08,Barbell Row,95,3,4
2026-04-08,Weighted Dip (added weight),20,3,4
2026-04-10,Leg Extension,90,10,4
2026-04-10,Leg Press,215,6,3
2026-04-10,Smith Machine Calf Raise,135,5,3
2026-04-10,Squat,127.5,6,4
2026-04-13,Bench Press,112.5,3,3
2026-04-13,Overhead Press,72.5,3,1
2026-04-13,Rope Pushdown,32.5,10,3
2026-04-13,Weighted Chin-up (added weight),15,3,4
2026-04-15,Barbell Curl,42.5,6,4
2026-04-15,Barbell Row,95,3,3
2026-04-15,Weighted Dip (added weight),17.5,6,3
2026-04-17,Leg Extension,90,10,3
2026-04-17,Smith Machine Calf Raise,135,5,4
2026-04-17,Squat,127.5,1,1
2026-04-20,Bench Press,115,6,3
2026-04-20,Neutral Grip Lat Pulldown,95,5,4
2026-04-20,Overhead Press,72.5,6,4
2026-04-20,Rope Pushdown,35,6,3
2026-04-20,Weighted Chin-up (added weight),15,7,3
2026-04-22,Barbell Curl,42.5,10,4
2026-04-22,Barbell Row,95,6,3
2026-04-22,Deadlift,175,4,3
2026-04-22,Weighted Dip (added weight),20,3,3
2026-04-24,Leg Extension,92.5,12,3
2026-04-24,Leg Press,210,5,3
2026-04-24,Smith Machine Calf Raise,140,6,3
2026-04-24,Squat,125,2,2
2026-04-27,Bench Press,115,6,4
2026-04-27,Neutral Grip Lat Pulldown,90,6,3
2026-04-27,Overhead Press,72.5,5,4
2026-04-27,Rope Pushdown,32.5,12,4
2026-04-27,Weighted Chin-up (added weight),15,3,4
2026-04-29,Barbell Curl,42.5,10,3
2026-04-29,Barbell Row,97.5,3,4
2026-04-29,Weighted Dip (added weight),20,7,3
2026-05-01,Leg Extension,92.5,12,3
2026-05-01,Leg Press,210,6,4
2026-05-01,Smith Machine Calf Raise,135,8,3
2026-05-04,Bench Press,117.5,3,4
2026-05-04,Weighted Chin-up (added weight),15,5,3
2026-05-06,Barbell Curl,42.5,8,3
2026-05-08,Leg Extension,92.5,12,4
2026-05-08,Smith Machine Calf Raise,140,5,4
2026-05-08,Squat,125,6,3
2026-05-11,Bench Press,120,6,3
2026-05-11,Neutral Grip Lat Pulldown,92.5,8,4
2026-05-11,Overhead Press,75,3,3
2026-05-11,Rope Pushdown,35,12,4
2026-05-11,Weighted Chin-up (added weight),15,8,4
2026-05-13,Barbell Row,97.5,6,3
2026-05-13,Deadlift,175,3,3
2026-05-13,Weighted Dip (added weight),20,7,3
2026-05-15,Leg Extension,95,10,4
2026-05-15,Leg Press,215,12,3
2026-05-15,Smith Machine Calf Raise,140,10,4
2026-05-15,Squat,127.5,1,2
2026-05-18,Bench Press,115,5,3
2026-05-18,Neutral Grip Lat Pulldown,92.5,5,3
2026-05-18,Overhead Press,72.5,3,4
2026-05-18,Rope Pushdown,35,10,4
2026-05-20,Deadlift,180,4,3
2026-05-22,Leg Press,215,8,4
2026-05-25,Bench Press,115,4,4
2026-05-25,Overhead Press,75,4,4
2026-05-25,Rope Pushdown,35,12,3
2026-05-25,Weighted Chin-up (added weight),15,3,4
2026-05-27,Barbell Curl,45,12,4
2026-05-27,Deadlift,182.5,1,3
2026-05-27,Weighted Dip (added weight),20,6,4
2026-05-29,Smith Machine Calf Raise,145,12,4
2026-05-29,Squat,125,4,3
2026-06-01,Bench Press,110,6,3
2026-06-01,Deadlift,180,1,1
2026-06-01,Overhead Press,70,5,3
2026-06-01,Rope Pushdown,32.5,8,3
2026-06-01,Weighted Chin-up (added weight),15,4,3
2026-06-03,Barbell Row,92.5,3,4
2026-06-03,Overhead Press,75,3,1
2026-06-03,Weighted Dip (added weight),20,4,4
2026-06-05,Leg Press,215,6,3
2026-06-05,Smith Machine Calf Raise,145,10,3
2026-06-05,Squat,127.5,3,2
